id,ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham
14191,2673,"Bông tẩy trang đợt này cứng, dùng rát cả mặt",21/10/2021,12:21,4,422203807
14192,218,"tẩy khá sạch, 2 miếng là sạch bông, chỉ có lớp make up hơi tốn thui",2/3/2022,18:50,5,205100136
14193,1671,"Đó giờ mua hàng rất lười đánh giá, nhưng lần này thật sự hài lòng về Hasaki, đóng gói cẩn thận, giao hàng nhanh, mỹ phẩm thì chính hãng 100% rồi nên ko cần quảng cáo",2/12/2021,17:50,5,318900019
14194,254,"Giá rẻ, gh nhanh, tẩy trang sạch",10/8/2021,15:10,5,422206648
14195,2330,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",3/5/2023,16:20,5,308500013
14196,757,Q,22/02/2022,10:11,5,200400003
14197,1250,"Mình đã xài được 1 tuần., cả sáng và tối. Nó thật sự hiệu quả , mụn giảm hẳn. Rất đáng mua.",16/10/2024,7:03,5,422208913
14198,219,"Sản phẩm như trong hình, trên web có tặng quà mà lúc giao ko có 2 chai 30ml, giao hàng cx hơi lâu do chuyển đc. Còn chất lg thù để trải nghiệm.",18/02/2022,11:48,4,205100136
14199,1578,"Dịu nhẹ, lành tính, đủ làm sạch da",24/02/2021,11:26,5,211300007
14200,752,Mua được giá khá hời còn được tặng thêm quà nữa nhưng mà mình ko biết dùng cái ở giữa trong bộ quà tặng sao luôn=))giao hàng nhanh nhưng mà shipper kiểu hời hợt ấy do hqua mình có mất đth nên là gọi ko đc xong mình mượn đth bạn đăng nhập zalo nhắn thì trả lời cứ như là mua hàng ko trả tiền á trả lời tin nhắn mình hẹn giao lại mà nói chuyện rất cục súc luôn ấy:(,22/05/2022,12:05,5,100230064
14201,2332,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",2/5/2023,19:22,5,308500037
14202,236,đỉnh thật sự,30/11/2021,21:32,5,205100137
14203,1216,"chống nắng xài tốt, dạng sữa lỏng dễ tán thấm vào da mặt! mùi nhẹ nhàng cực, dùng không có cảm giác bí da mặt",12/1/2021,20:15,5,249500007
14204,3332,"sp sài tốt khoonh bết da, mình sài mấy năm rồi thấy rất ok",27/09/2020,13:54,5,223600010
14205,2425,"mình thích dùng mask này nhất luon áaa, b nào da dầu mụn xài e này hiệu quả lắm nè, mùi cũng khá thơm nhee",14/06/2021,12:07,5,308500013
14206,3652,dùng không bị khô da cảm ơn shop,22/11/2023,17:01,5,422206042
14207,1830,Mới sài thì thấy cũng ổn với da dầu mụn hơi nhạy cảm . Lâu dần không biết sao. Nhưng không thể chấp nhận cái mùi như mùi xà phòng vậy . Dùng tẩy trang của hãng mà. Cứ tưởng là lấy xà phòng đi tẩy trang không á . Hết sẽ không mua lại vì cái mùi hương này,3/5/2022,22:13,3,204900010
14208,54,"Sản phẩm không màu , k nâng tông , dưỡng ẩm nhiều nên bạn nào da dầu sẽ thấy bị bóng , mua cho ông ny xài thấy mặt ổng ko bóng do da ổng khô queo, sản phẩm có chứa cồn nên bạn nào nhạy cảm nên xem xét lại , có cồn nên bôi tránh mắt ra để tránh bị rát",18/08/2022,9:58,5,422204777
14209,2357,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",30/04/2023,17:56,5,308500037
14210,408,sản phẩm rất tốt,11/4/2023,16:30,5,422208974
14211,2452,"Mình dùng mới 1 lần mà cực kỳ hài lòng. Đắp 1 miếng ngày hôm sau da đỡ sưng đỏ, đỡ tiết dầu và căng bóng, sáng mịn hơn. Sẽ mua thêm nhiều lần nữa.",7/4/2020,8:59,5,308500009
14212,1101,,6/3/2024,0:36,5,422201504
14213,684,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",1/5/2023,10:02,5,308500009
14214,838,cảm nhận của mình trong khi đang sử dụng thì perfect kiểu nó dạng sữa á khi bôi lên mặt thì thấm nhanh k bết cục(da mình da dầu) với mùi nó thơm thơm thích vãi,27/02/2024,21:30,5,422204027
14215,2429,Mặt nạ này giá khá rẽ và sử dụng lại khá tốt. Mua về cả nhà đắp xem tv lướt qua những ngày giãn cách xã hội,1/6/2021,14:12,5,308500013
14216,3218,Minh mua dùng thử nhưng ko hợp còn toner + serum bí đau ai lấy inbox mình nha 0931793958,16/03/2023,14:06,5,422205053
14217,2317,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",4/5/2023,18:44,5,308500037
14218,2323,Sử dụng dẽ dàng thoải mái tột độ,4/5/2023,13:15,5,308500015
14219,3763,"Chất lượng sản phẩm chấp nhận được, không có vấn đề lớn.",30/07/2024,22:55,3,422208972
14220,1103,"sau khi dùng hơn một tháng,mình cảm thấy da khỏe hơn,kiềm dầu tốt,sáng ngủ dậy mặt ráo hẳn,vết thâm mờ đi nhẹ.",9/12/2022,14:37,5,293500050
14221,348,"Mùi tràm trà dễ chịu, đắp lên da thấy nóng nhẹ nhưng không khó chịu , sau khi đắp xong chỉ cần vô nhẹ là dưỡng chất đã thấm vào da không gây nhờn rít như các loại mask khác Nên bỏ mask vào tủ lạnh trc khi đắp để có được trải nghiệm tốt nhất",6/10/2019,15:26,5,422205163
14222,3939,"Sản phẩm dùng ổn, mình da dầu dùng cảm nhận thấy đỡ tiết dầu hẳn. Nhưng ai bảo ko nhờn rít thì có xạo quá khum dạ? Bước đầu thoa lên thì mình thấy sản phẩm nó dạng kem nên hơi nhờn với rít trong khoảng tgian thoa, sau hồi lâu thì mới đỡ dần. Còn lại thì công dụng thì Vichy khi nào cũng ổn nên không bàn. Ai đó viết review thì nên thật 1 tí, đọc mà thấy seeding vãi ra",20/03/2022,23:59,5,100160021
14223,1189,"Sản phẩm tốt , anh shipper Sung giao nhanh nữa 15p là có",9/6/2022,13:23,5,249500013
14224,2437,"Mask này dùng thích thật sự luôn. Đắp xong sờ vô da căng mướt, cực mịn luôn",10/11/2020,20:51,5,308500015
14225,1033,"Sử dụng dễ dàng , rất thoải mái , thư giãn tột độ",27/04/2023,13:48,5,422205164
14226,4230,"Mình dùng được 2 tháng thì phải, bạn tư vấn bảo 2/3 tháng da sẽ trắng lên, nhưng dùng tầm 2 tuần là bật tone hẳn, kết cấu lỏng nhẹ, thấm nhanh, da khoẻ nữa. Mặc dù ghét kiểu chai này vì cứ mỗi lần dùng, bị lem tứ tung. Nhưng hiệu quả ngoài mong đợi nên CHẮC CHẮN sẽ mua lại.",21/03/2021,23:10,5,248700075
14227,18,Dùng rất ok nha cấp ẩm tốt tonner chân ái dùng đến chai t2 rồi,23/09/2023,18:05,5,318900012
14228,1741,Có dưỡng ẩm. Lớp finish bóng mà không bị rít khi đụng vào. Tốt hơn loại Skin Aqua dưỡng ẩm (loại này rít khi chạm vào). Sau khi tha Hatomugi mình có dặm thêm phấn phủ cho bớt bóng.Nhìn chung cũng ổn. Cay mắt nha,24/06/2024,14:11,5,422206421
14229,187,"Sản phẩm tốt , nhưng không thấy có quà tặng đi kèm gì cả",18/08/2022,9:16,4,422204259
14230,178,"Dùng được lâu, xài được tầm 2-3 tháng nhé. Dịu nhẹ phù hợp da mình",4/10/2022,8:41,5,205100137
14231,688,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",29/04/2023,16:44,5,308500018
14232,2566,"Kem chống nắng chân ái , đi khám bs hasaki cho xài xong bây giờ ghiền luôn ước gì biết sớm hơn",3/6/2022,20:21,5,308900002
14233,894,,18/10/2023,17:05,5,365000020
14234,1511,mẹ mình xài thích lắm,17/07/2023,14:27,5,206400019
14235,709,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,27/04/2023,19:27,5,100230059
14236,297,"Tinh chất nhiều , hơi nhờn rít và cần rửa lại sau khi tháo ra",13/04/2021,10:24,5,345800008
14237,380,"Do chế độ sinh hoạt đảo lộn, hay thức khuya học bài nên mặt Thy nổi khá nhiều mụn viêm, da sần sùi, mụn ẩn nữa. Sau khi đi khám bs cho sử dụng khoảng 2 tuần thì Thy thấy da giảm sần sùi, 4 tuần mụn viêm giảm hẳn không có bị tái lại. không còn để lại thâm, da láng mịn hơn. Khi thoa em này lên da thì rất dễ tán, kem thấm nhanh và không gây bóng dầu, nhờn rít cho ra, chỉ có điều khi mới thoa kem sẽ có thể làm da hơi rát 1 tí, nhưng chỉ 1 lúc sau là hết liền.",9/4/2023,15:43,5,204100023
14238,3083,Con này quá ngon. Đang dùng SVR bản cũ thấy hết mụn oke nhưng do SVR đổi sang công thức mới có BHA da lên mụn viêm không nhân loay hoay mãi tìm đc bioderma này thấy xài êmn,14/04/2024,17:18,5,422204281
14239,709,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",28/04/2023,10:15,5,422205163
14240,1490,Rửa xong cảm giác rất sạch và nhẹ tênh. Trong quá trình rửa thì bọt rất mịn và thơm làm mình cực thích luôn <3,2/11/2020,11:57,5,422210980
14241,2360,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",30/04/2023,16:02,5,308500004
14242,664,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,5/5/2023,18:32,5,100230057
14243,792,"Chất kem khá lỏng, cấp ẩm ok đó, ko bị bệt trắng hay tách nước, so với B5 laroche thì cá nhân mình sẽ thích B5 hơn tại vì loại này vỏ của nó bằng thiếc, vặn cái miệng nắp vài bữa là nó rỉ rỉ mấy vòng đen ra ấy, phải chùi lau thường xuyên chứ chẳng may nó dính vào kem, bôi lên da kích ứng kim loại chết luôn, mình bị rồi nha",28/07/2021,0:45,4,422203617
14244,1138,dong goi rat can than dù la hàng tặng cung rat chỉnh chu.lan nao mua cung rat hài long,1/11/2024,15:30,5,422208910
14245,695,"Sử dụng dễ dàng, rất thoải mái, thư giản tột độ",29/04/2023,11:43,5,308500013
14246,1419,"nói chung là em nó khá tốt và dịu nhẹ nhưng nếu ai cần srm mạnh hay da siu nhiều dầu thì cân nhắc nhé vì khi sử dụng em nó sau 1- 2 tiếng thì da mình có hiện tượng đổ dầu ít với khi xài trong lúc da bị nhạy cảm kích ứng thì hơi châm chít 1 chút còn bình thường thì em nó vẫn lm sạch da mình 1 cách nhẹ nhàng dùng 1 thời gian thì thấy da sáng lên 1 chút mụn đầu đen giảm ko nhiều nhưng nói chung là da mình trở nên rất khỏe . Tóm tắt lại ,thì mình thấy em nó khá tốt và phù hợp với nhu cầu của mình .",6/2/2022,14:26,5,422211195
14247,88,"Mình dùng chai tím, cấp ẩm rất tốt, dịu nhẹ mát da, nhưng cũng ko thấy tác dụng gì rõ rệt, cho đến khi mình dùng bha obagi thì da bị tối màu (ko dùng toner j thêm), sau đó mình thay đổi dùng toner TÍM này rồi mới thoa bha obagi thì da căng bóng mướt mịn nhìn rất thích.",9/6/2021,10:17,5,318900011
14248,1399,,7/7/2021,17:56,5,422220469
14249,1299,"Mới dùng chưa được 1/3 chai 30 ml,mình da nhờn,da ẩm mượt nhưng ko nổi mụn nữa mụn cũng giảm hẳn,nặn mụn tối hôm trước sáng hôm sau là ko thấy đỏ j hết,mua 1 được 3 nê mua luôn 2 chai 100ml luôn nói chung từ lúc sài serrum tới jo e này mình thích nhất",21/07/2023,23:25,5,253900003
14250,287,"sản phẩm dùng tốt , mình da dầu nhưng sau khi dùng sản phẩm này ít đổ dầu hơn",22/05/2021,11:03,5,205100146
14251,347,"Thật tệ, đây là lần mua hàng đáng thất vọng nhất.",25/09/2021,19:37,1,201600198
14252,672,Mình rất thích HASAKI và sản phẩm tẩy trang này,4/5/2023,19:05,5,200400004
14253,1230,"Bông dùng êm ạ, không gây xơ bông nhiều, chất lượng",3/6/2024,18:35,5,422212331
14254,2336,"Sử dụng dễ giàng, rất thoải mái,thư giản tột độ.",2/5/2023,16:23,5,422205162
14255,1993,Ok cực thoa xong cảm giác da mịn ẩm mà da cũng sáng hơn nữa. Kiềm dầu khá tốt. Điểm mình thích nhất ở e này là không hề gây bết dính thấm nhanh và k để lại vệt trắng . K hề bị dày nha mọi ng.,28/11/2022,12:05,5,422203145
14256,303,"Dùng không biết bao nhiêu chai rồi. Mình nghĩ da nào, đang gặp vấn đề gì cũng dùng được luôn, còn make up đậm quá thì không đủ đô đâu nha, còn make up sương sương thì ok. Quá rẻ quá hời.",19/02/2021,22:55,5,205100137
14257,2534,"Mình khá thích sữa rửa mặt dạng gel, loại này còn hợp với da dầu mụn của mình nữa. Dùng sáng tối giúp làm sạch dịu nhẹ, da cũng tươi tắn hơn.",15/11/2020,16:06,5,204100019
14258,393,kk,14/11/2021,17:52,5,253900003
14259,3217,"Lần đầu mua hàng sử dụng có hiệu quả sẽ ủng hộ tiếp Giao hàng rất nhanh, đóng gói kỹ",3/6/2023,7:13,4,308100023
14260,36,Sản phẩm tốt,17/04/2023,11:18,5,100230064
14261,2307,xài mặt nạ này giảm mụn OK lắm,23/10/2024,10:23,5,308500015
14262,664,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,5/5/2023,18:32,5,100230059
14263,4037,Sao em mua mặt nạ vitamin D và vitamin K khi đăp lên mặt có hiện tượng nóng phừng phừng nhỉ? hôm trước qua CN Phan Văn Trị shop hết loại hay dùng được nv tư vấn qua mặt nạ mới nhập này mà hoang mang quá,11/3/2021,10:36,4,365000014
14264,839,"Thoáng, thấm nhanh, che phủ tốt",30/01/2024,15:56,5,422216990
14265,2722,,19/10/2022,15:41,5,422211276
14266,108,Mua đi mua lại N lần ròii vẫn cứ gọi là ok,29/10/2024,11:42,5,205100136
14267,165,"Thật sự là gel rửa mặt chân ái của cuộc đời mình luôn =))) Srm có PHA nên hỗ trợ trị mụn tốt, da nhạy cảm mà ko dị ứng hương liệu vẫn dùng được. Rửa xong da rất sạch nhưng không bị quá khô. Đặc biệt là dùng sau gần 3 tuần thì thấy da cải thiện rất rõ, kết hợp với klenzit giảm mụn ẩn rất hiệu quả luôn. Mùi thơm kiểu nước rửa chén táo ấy =))) Nói chung là rất nên thử nhé mọi người, sẽ mua lại dài dài.",12/7/2022,14:54,5,422211195
14268,299,Mới mua thử mặt nạ bơ về đắp đúng đỉnh nhìu dưỡng chất nữa sao mình lại ko bt đến mặt nạ này sớm hơn,31/08/2023,12:36,5,422205809
14269,1249,"bông mềm, không bị xơi bông, nên mua với tầm giá này cho 150 miếng thì okela",26/05/2023,22:12,5,422211640
14270,358,undefined,28/05/2019,9:34,4,205100146
14271,2478,"Sp giùm ok, dề tán thoa mát cái mặt, đáng đồng tiền",5/7/2022,16:47,5,422204388
14272,195,"Mình xài chai xám này đến chai t3 rồi, tẩy trang cũng ok, không cay mắt, tẩy xong da mướt mướt ẩm ẩm đã lắm, giá lại còn phải chăng",6/7/2022,14:35,5,205100136
14273,2506,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",1/5/2023,9:15,5,204100019
14274,3972,"đúng là chân ái. tạo bọt sạch mà còn giữ ẩm rất tốt . nhưng trước khi rửa nên tẩy trang kĩ thì mới cảm nhận được tác dụng của srm, 1 dòng dược mỹ phẩm nên dùng đáng đồng tiền",29/10/2022,21:52,5,331300017
14275,3968,Đk nv tư vấn dùng nghiền luôn á! Tui nói n sạch mà mềm da j đâu á!,25/10/2024,17:36,5,422208764
14276,555,Hasaki giao siêu nhanh lun. Mặt làm dịu và cực êm cho da mụn nên mua nha mn ơi.,17/06/2024,14:49,5,358700005
14277,538,"mình rất thích loại kem cn này, nhưng vẫn chưa tìm đc chân ái dưỡng ẩm để kết hợp cục cho khỏi bị vón",12/5/2022,13:38,5,422216416
14278,1835,,24/04/2021,18:02,5,422206537
14279,2342,"Sử dụng dễ dàng,rất thoải mái,thư giãn tột độ",2/5/2023,9:51,5,422202253
14280,1446,"Dễ chịu, dùng thấy dịu da, giá thành ổn",1/5/2023,18:37,5,422210980
14281,1925,,21/11/2023,15:44,5,422209262
14282,273,Dùng hợp cho da dầu,26/06/2021,23:08,5,422206648
14283,274,Mình mua chai này gần 3 tháng mà chưa xài hết nửa chai nữa. Xài rất sạch luôn,22/06/2021,12:36,5,422210980
14284,1000,Mik da dầu mụn ẩn vùng chữ T mik cảm thấy xài k phù hợp tha lên cảm thấy hơi nóng đã v nổi cả đống mụn nx xĩu Mik khuyên các bạn lên mạng tìm hỉu kĩ loại này nếu hợp vs da thì sài rất oke lấy đấy❤️,15/08/2021,21:59,5,422220469
14285,363,"Mình da dầu xài rất ok. Sản phẩm nhẹ dịu, phù hợp để tẩy lớp kem chống nắng, đặc biệt ko làm khô da. Giá cả bình dân phù hợp với túi tiền sinh viên như mình. Sẽ tiếp tục ủng hộ Loreal và Hasaki. À mà a shipper dễ thương ghê á, ship nhanh và lịch sự nữa :))",26/10/2018,21:38,5,205100146
14286,115,Dạ mua trực tiếp ngoài cửa hàng có dc tặng kem chống nắng k ạ,4/7/2024,14:26,5,205100137
14287,3663,Ổn,5/1/2022,17:34,5,100220010
14288,256,"Da mình da hỗn thiên khô và dùng mask này rất thích, manh cảm giác thoải mái và mát mẻ, không bị kích ứng. Ny mình là da dầu, sử dụng mask này cảm giác hơi nóng. Về phần mùi thì mình thấy nó giống mùi mật ong lên men (uống giải rượu) nên mình cảm thấy bình thường, không khó chịu.",1/2/2024,0:35,5,251900019
14289,3203,"Đắp xong mặt căng bóng, da sáng thích lắm ạ",24/10/2024,12:38,5,422220081
14290,697,Mình rất thích hasaki và sp tẩy trang này,29/04/2023,18:43,5,200400003
14291,1095,Hạn sử dụng đến khi nào v ạ,12/8/2024,9:45,5,422204657
14292,1768,Chống nắng và eucein mãi đỉnh,3/12/2023,10:23,5,422207283
14293,997,"Sạch, xả bọt nhanh",7/6/2022,0:15,5,422203506
14294,2027,"Mình khum đánh giá cao cái vụ nâng tông trắng da lắm, chỉ chỉnh được khoảng nửa-1 tông thôi. nhưng vừa chống nắng vừa làm kem lót thì phê nha, hợp mấy kiểu make up no make up đồ đó, đi học đi chơi tự nhiên không có bị dày & nặng mặt",24/10/2022,18:02,5,422203145
14295,274,Phải gọi là đỉnh của chóp nhưng mình xài hao quá nên thấy tiếc tiền huhu. Luôn là số 1 trong các dòng tẩy trang ạ!,22/06/2021,12:35,5,422216602
14296,776,Dùng 2 tuần rồi mới quay lại đánh giá mình dùng retinol với BhA dùng em này kèm kem dưỡng phục hồi khá Oke mướt da cực nên mua nha mn,9/10/2023,15:52,5,422208327
14297,210,sài loại có dầu da bị lên mụn... đổi qua loại này thì quá ok luôn.,27/03/2022,15:52,5,422211447
14298,3667,"trời ơi sạch mụn đầu đen thật á mn, mà nên se khít lỗ chân á, chứ như mình nè, sạch mụn đầu đen mà lcn còn to, nên vân bị lại",28/07/2021,10:38,5,207300009
14299,2334,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",2/5/2023,18:34,5,422205162
14300,2548,Highly recommend cho các bạn nào cũng bị thâm do mụn như mình nha. Mình bị thâm do nhiều đợt mụn khác nhau nhưng nhờ e này mà đã đỡ hẳn đấy,12/11/2020,21:48,5,100210020
14301,2346,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",1/5/2023,16:36,5,422206537
14302,2412,sài đã lắm nha. để tủ lạnh sài mát lạnh se khít chân lông min da dưỡng ẩm cực tốt.,29/03/2022,8:08,5,422205163
14303,4432,da mềm mịn và có vẻ sáng hơn,25/11/2023,15:31,5,100210014
14304,3630,xài xong da mình cãi thiện hẵn luôn,2/12/2023,23:22,5,422201725
14305,371,,14/05/2018,12:52,4,422211446
14306,1104,rẻ xỉu 2 chai 500ml mà có 295k á mí bà ai da mụn viêm hay ba mụn mủ đồ xài okela nha da tui đi nma miết nhẹ cái tay thooiii,4/2/2023,18:07,5,422204657
14307,1219,"Mình mua thử 4 miếng xài cũng ok. Tinh chất vừa đủ, khô k để lại bết dính. Mình mới sử dụng với sử dụng k đều nên cũng chưa rõ hiệu quả trị thâm mụn. Nhưng thấy k kích ứng, dịu da nên mình đặt mua tiếp.",1/11/2020,20:57,5,422205163
14308,282,,3/6/2021,1:35,5,207500001
14309,1036,"Mùi hương dễ chịu, làm mát nhanh, giá thành ổn",27/04/2023,12:51,5,204100054
14310,250,không được tặng chai mini dù đặt trong thời gian khuyến mãi,19/08/2021,14:02,5,422211447
14311,3275,"Cấp ẩm ok, lần đầu thì hơi nóng nhưng sau thì quen dần, đắp chủ yếu để da căng bóng, sáng hôm sau da căng bóng thật nha",9/4/2023,11:00,5,422209635
14312,428,"Sản phẩm rất tốt,khá hài lòng",12/8/2024,13:22,5,204900013
14313,1217,sản phẩm sài tốt,26/12/2020,9:55,5,422217292
14314,3262,"Mình xài cũng 2,3 chai rồi, thấy cũng ok, se khít ít, giảm mụn và ko gây kích ứng",6/9/2024,22:22,5,422204775
14315,937,Sản phẩm sử dụng tốt,11/4/2023,10:58,5,422204795
14316,127,anbcded,24/10/2023,11:49,3,205100137
14317,3874,"kem nhờn, bóng, rít, mới dùng nên chưa đánh giá công dụng dưỡng trắng",30/09/2024,21:30,5,248700076
14318,3020,xài xong ngủ dậy thấy nó m tiết dầu nhiều,7/7/2022,21:16,3,343700002
14319,1219,"Da mình dễ nổi mụn mà nghe review em này cũng nhiều nên mình mua thử. Giá mềm, k bí da, k lên tông, mùi dễ chịu. Nói chung ok. Mình ngồi văn phòng nên dùng ngày có lần à. Xài đc 1,5 tháng rồi mà còn cũng gần nữa chai. Với lại mình chỉ dùng mặt thôi, cổ mình thoa kcn khác",1/11/2020,21:03,5,249500007
14320,3020,"Khá hài lòng, nhưng chưa có gì nổi bật hơn so với các loại khác.",10/3/2023,21:55,3,422204259
14321,3943,sản phẩm oke ạ em đặt nhiều lần vẫn tốt như ban đầu ạ,28/05/2021,23:17,5,201600198
14322,3935,"nhiều bạn chê sp bị vón, nhờn rít thì nên xem lại bước serum và dưỡng ẩm, KCN này tốt về mọi thứ trừ việc nếu muốn dùng nó thì bước dưỡng da bạn không được sử dụng sp tạo ra vệt trắng (các sp nâng tone). Chỉ nên dùng bước dưỡng có chất gel dễ thấm vào da, bôi đều chờ 10p cho kem dưỡng thấm hết chất thì mới dùng kcn được. Ưu điểm của em này là da treatment nhẹ có thể dùng được, nhược thì như mình nói ở trên.",6/2/2023,13:44,4,201600072
14323,1438,"Giao hàng nhanh, sử dụng sản phẩm thường xuyên tốt",20/05/2024,7:18,5,204900056
14324,3246,"đang treatment dùng thì da bị kích ứng, nóng đỏ rát. tiền nào của nấy",27/02/2022,8:16,2,422204231
14325,551,Dùng êm lắm luôn mùi thơm nhẹ không bị kích ứng da của mình và da mình là loại da dầu mụn nhưng vẫn dùng được.,23/07/2022,20:28,5,422204906
14326,1497,Combo thặc xịn xò,14/12/2019,3:38,5,422210784
14327,1434,Bông tẩy trang mềm mịn không bị xù sợi bông Tốt,22/12/2020,10:01,5,207500007
14328,381,ngon sài không bị khô da và rát da đâu 10 điểm,20/04/2024,15:48,5,422208972
14329,4357,"Sản phẩm này xài cho da dầu da mụn ok lắm nha, thắm nhanh với cấp ẩm cũng nhanh nữa k có bị bết dính đâu. Khuyên chân thành da b nào da dầu thì sử dụng thử đi nhé. Giá vậy là mình thấy ok !!",7/1/2022,23:26,5,248700002
14330,2630,sản phẩm xài khá tốt. sử dụng ban ngày sẽ dễ hấp thu vào da. da sáng màu hơn,16/08/2021,22:05,5,371600006
14331,700,Kem đỉnh thật thoa vô là mát,29/04/2023,20:24,5,422200236
14332,117,Mềm mịn,14/09/2018,14:26,5,100220010
14333,2362,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",30/04/2023,14:35,5,422205162
14334,385,"Sao nay bao bì lạ, với lại made in China vậy ạ??",28/10/2023,10:08,5,422208976
14335,774,,4/11/2021,12:31,5,100230059
14336,2072,Da mụn nhạy cảm dùng ok luônn nha.. dùng xong mướt da lắm❤,19/05/2021,14:09,5,245500002
14337,2004,"Thấy bạn bè rì viu em này nhiệt tình quá nên mua thử 1 chai dùng dính tới giờ :)). Mình thích kiểu nhẹ nhàng chứ k ưng mấy loại nâng tông lắm, em này chống nắng khá ổn cho dân văn phòng như mình.",24/11/2022,18:59,5,422203145
14338,250,không được tặng chai mini dù đặt trong thời gian khuyến mãi,19/08/2021,14:02,5,422204259
14339,1386,"da mình hỗn hợp thiên dầu dùng thấy mát ,thấm nhanh, da cấp ẩm ổn ạ,",30/12/2021,12:35,4,422207826
14340,109,tốt,10/9/2024,7:44,5,422204259
14341,2364,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ.",30/04/2023,13:57,5,308500015
14342,1500,"Sữa rửa mặt rất dịu nhẹ, không gây kích ứng, tốt nhưng mà giá hơi chát so với các sản phẩm sữa rửa mặt trị mụn khác.",28/08/2018,16:25,5,204900159
14343,1811,nó kh hợp với làn da của mình =(((,29/07/2022,10:22,2,204900145
14344,210,sài loại có dầu da bị lên mụn... đổi qua loại này thì quá ok luôn.,27/03/2022,15:52,5,422211446
14345,1976,kem chống nắng tốt .bôi lên ra nắng da không bị cháy,1/5/2023,14:01,5,422203145
14346,2389,"SỬ DỤNG DỄ DÀNG,rất thoải mái, thư giãn tột độ",28/04/2023,15:41,5,422205160
14347,329,"gói rất cẩn thận, hàng khuyến mãi vẫn quấn kỹ luôn nha, shop quá dễ thương làm việc chuyên nghiệp .hàng ngon giá rẻ cảm ơn shop.",10/8/2020,18:59,5,422206648
14348,1687,"Kem không cồn, silicone, phù hợp cho da nhạy cảm. Chất kem đặc, thoa lên da mịn, để lại lớp màng hơi dầu và bóng mặt. Làm dịu da tốt, da có mụn sưng xài kem này kết hợp serum B5 là hôm sau xẹp mụn liền",29/06/2021,16:06,5,318900005
14349,2211,,26/04/2021,16:36,4,249500028
14350,1023,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",2/5/2023,14:00,5,308500009
14351,3620,"Chất kem dày, bôi lên bị bí da nhaaaa. Này dưỡng mua đông cho da siêu khô thì ok ạ",13/05/2024,14:13,2,422208981
14352,1312,"lúc mới dùng có bị ngứa nhưng 1 thời gian sau da quen thấy khá ổn, mình ko xài kem dưỡng em này có thể cấp ẩm nhẹ được",12/3/2022,9:49,4,422211878
14353,1472,"Dùng ổn lắm ạ, ko bị rít, mình đang dùng bha xài em này thấy dưỡng ẩm cũng tốt",26/05/2022,22:39,5,318900019
14354,340,"giao hàng nhanh, sp mới, không bong tróc",17/03/2020,10:40,5,422206648
14355,1829,"Sản phẩm siêu xịn, da mình mụn ẩn rất nhiều, nhưng dùng em này thì bớt rất nhiều, sẽ gắn bó lâu dài. Dự định đổi sang dòng rửa mặt của hãng",3/8/2022,20:07,5,422216602
14356,788,"Vừa nhận được hàng xong luôn, phải nói bên hasaki giao rất nhanh, mình chọn nowship mà giao trc tận 30p, shipper thì thân thiện, tận tình nữa.Mua sản phẩm của hasaki lần thứ N rồi, vẫn rất hài lòng.Sp có tem TV đầy đủ , giá hời nhưng chính hãng, khuyên mn nên mua.Chưa sử dụng nên chưa biết review sao!!cho 5 sao ah",10/6/2021,19:51,5,422205164
14357,3547,"Dc nv giới thiệu xài tới chai thứ 2 3 gì rồi, lấy đc bụi mịn mà lorea tẩy kg đc, kg khô da. Ngày nào đi ngoài đường nhiều bôi kem cn thì dùng e này, còn ở nhà thì dùng lorea hoặc senka hồng sen kẽ nhau",15/08/2023,15:47,5,222600052
14358,663,tốt 10đ,12/5/2023,18:29,5,200400004
14359,884,"Dùng nè cực thích luôn ,",14/04/2023,17:12,5,422204795
